distance_km,nominal_speed_kmph,slope_deg,rainfall_mm,risk_score,elevation_m,vehicle_type,nominal_time_mins,actual_time_mins,delay_mins,delay_probability,primary_delay_cause
135.38,20.0,14.5,100.6,0.531,1550,Refrigerated Medical Van,406.1,818.2,412.1,0.522,Torrential Rainfall & Reduced Visibility
86.93,20.0,14.5,39.38,0.342,1550,4x4 Hill Freight Carrier,260.8,372.6,111.8,0.298,Standard Mountain Traffic Flow
258.46,45.0,22.0,55.32,0.864,1400,4x4 Hill Freight Carrier,344.6,863.3,518.7,0.687,Steep Mountain Grade & Hairpin Bends
287.31,33.8,8.5,47.58,0.446,350,Heavy Supply Truck (16T),510.8,823.3,312.5,0.384,Standard Mountain Traffic Flow
315.67,33.8,18.0,50.55,0.701,1500,Heavy Supply Truck (16T),561.2,1351.0,789.8,0.566,Active Landslide Clearance / Road Blockage
114.28,20.0,14.5,13.33,0.22,1550,4x4 Hill Freight Carrier,342.8,401.6,58.7,0.174,Standard Mountain Traffic Flow
294.9,45.0,22.0,17.35,0.767,1400,4x4 Hill Freight Carrier,393.2,935.9,542.7,0.563,Active Landslide Clearance / Road Blockage
110.14,20.0,14.5,10.76,0.224,1550,Refrigerated Medical Van,330.4,384.0,53.5,0.173,Standard Mountain Traffic Flow
40.43,34.5,16.0,68.95,0.74,2100,Light Disaster Utility (4WD),70.3,279.8,209.5,0.621,Active Landslide Clearance / Road Blockage
115.69,20.0,14.5,71.08,0.42,1550,Refrigerated Medical Van,347.1,587.0,239.9,0.401,Torrential Rainfall & Reduced Visibility
142.87,20.0,14.5,29.64,0.313,1550,Refrigerated Medical Van,428.6,576.9,148.2,0.264,Standard Mountain Traffic Flow
55.86,51.7,12.8,4.5,0.393,240,Light Disaster Utility (4WD),64.8,124.6,59.8,0.282,Active Landslide Clearance / Road Blockage
456.23,33.8,8.5,46.62,0.529,350,Heavy Supply Truck (16T),811.1,1412.4,601.3,0.44,Standard Mountain Traffic Flow
70.68,30.0,24.2,11.21,0.706,3200,4x4 Hill Freight Carrier,141.4,270.3,128.9,0.511,Steep Mountain Grade & Hairpin Bends
127.64,33.8,6.0,25.31,0.278,320,Heavy Supply Truck (16T),226.9,292.0,65.1,0.233,Standard Mountain Traffic Flow
237.4,45.0,4.2,62.81,0.423,95,4x4 Hill Freight Carrier,316.5,543.6,227.1,0.39,Torrential Rainfall & Reduced Visibility
247.87,45.0,4.2,4.09,0.111,95,4x4 Hill Freight Carrier,330.5,347.3,16.9,0.084,Standard Mountain Traffic Flow
45.28,30.0,16.0,47.88,0.55,2100,4x4 Hill Freight Carrier,90.6,161.7,71.1,0.457,Standard Mountain Traffic Flow
70.5,45.0,12.8,38.19,0.475,240,4x4 Hill Freight Carrier,94.0,151.4,57.4,0.39,Standard Mountain Traffic Flow
77.43,20.0,31.4,35.52,0.78,4170,Refrigerated Medical Van,232.3,623.8,391.5,0.6,Active Landslide Clearance / Road Blockage
319.86,33.8,18.0,71.73,0.821,1500,Heavy Supply Truck (16T),568.6,1410.4,841.8,0.682,Torrential Rainfall & Reduced Visibility
116.0,30.0,26.5,15.37,0.674,2450,Refrigerated Medical Van,232.0,507.3,275.3,0.495,Active Landslide Clearance / Road Blockage
215.44,45.0,4.2,21.15,0.202,95,Refrigerated Medical Van,287.3,343.4,56.2,0.173,Standard Mountain Traffic Flow
423.67,51.7,18.0,0.55,0.611,1500,Light Disaster Utility (4WD),491.2,816.6,325.4,0.429,Standard Mountain Traffic Flow
780.7,45.0,21.0,36.85,0.777,1650,4x4 Hill Freight Carrier,1040.9,2364.9,1323.9,0.599,Active Landslide Clearance / Road Blockage
649.84,45.0,21.0,28.0,0.792,1650,4x4 Hill Freight Carrier,866.4,2125.3,1258.9,0.596,Active Landslide Clearance / Road Blockage
89.77,15.0,31.4,17.98,0.766,4170,Heavy Supply Truck (16T),359.1,747.2,388.2,0.563,Steep Mountain Grade & Hairpin Bends
303.35,33.8,18.0,125.68,1.0,1500,Heavy Supply Truck (16T),539.3,1863.8,1324.5,0.889,Active Landslide Clearance / Road Blockage
82.16,20.0,14.5,12.25,0.255,1550,Refrigerated Medical Van,246.5,295.3,48.8,0.197,Standard Mountain Traffic Flow
73.55,45.0,12.8,0.14,0.3,240,Refrigerated Medical Van,98.1,116.1,18.0,0.21,Standard Mountain Traffic Flow
209.36,51.7,4.2,75.72,0.34,95,Light Disaster Utility (4WD),242.7,390.4,147.6,0.352,Torrential Rainfall & Reduced Visibility
224.13,33.8,22.0,12.78,0.684,1400,Heavy Supply Truck (16T),398.4,834.8,436.4,0.498,Active Landslide Clearance / Road Blockage
87.1,34.5,24.2,4.55,0.722,3200,Light Disaster Utility (4WD),151.5,289.7,138.2,0.512,Steep Mountain Grade & Hairpin Bends
90.5,20.0,14.5,20.7,0.303,1550,4x4 Hill Freight Carrier,271.5,350.2,78.7,0.243,Standard Mountain Traffic Flow
568.98,45.0,21.0,26.07,0.696,1650,Refrigerated Medical Van,758.6,1490.4,731.7,0.527,Steep Mountain Grade & Hairpin Bends
397.63,51.7,8.5,0.4,0.231,350,Light Disaster Utility (4WD),461.0,514.6,53.6,0.162,Standard Mountain Traffic Flow
316.64,51.7,22.0,4.83,0.695,1400,Light Disaster Utility (4WD),367.1,681.2,314.1,0.494,Steep Mountain Grade & Hairpin Bends
376.13,45.0,18.0,2.68,0.531,1500,Refrigerated Medical Van,501.5,764.8,263.3,0.376,Standard Mountain Traffic Flow
51.1,22.5,16.0,2.08,0.396,2100,Heavy Supply Truck (16T),136.3,178.9,42.6,0.28,Standard Mountain Traffic Flow
284.87,45.0,22.0,7.07,0.673,1400,4x4 Hill Freight Carrier,379.8,690.8,311.0,0.481,Steep Mountain Grade & Hairpin Bends
322.05,51.7,18.0,1.12,0.532,1500,Light Disaster Utility (4WD),373.4,567.5,194.1,0.374,Standard Mountain Traffic Flow
243.05,45.0,22.0,24.96,0.819,1400,Refrigerated Medical Van,324.1,857.6,533.6,0.611,Active Landslide Clearance / Road Blockage
45.38,30.0,16.0,24.6,0.345,2100,Refrigerated Medical Van,90.8,123.4,32.6,0.279,Standard Mountain Traffic Flow
56.34,20.0,31.4,6.02,0.674,4170,Refrigerated Medical Van,169.0,477.5,308.5,0.481,Active Landslide Clearance / Road Blockage
374.71,45.0,18.0,0.77,0.484,1500,Refrigerated Medical Van,499.6,718.2,218.6,0.34,Standard Mountain Traffic Flow
290.98,45.0,8.5,37.76,0.427,350,4x4 Hill Freight Carrier,388.0,620.2,232.2,0.355,Standard Mountain Traffic Flow
519.35,51.7,21.0,33.43,0.735,1650,Light Disaster Utility (4WD),602.1,1305.5,703.3,0.565,Active Landslide Clearance / Road Blockage
36.66,34.5,16.0,48.27,0.598,2100,Light Disaster Utility (4WD),63.8,119.6,55.8,0.491,Standard Mountain Traffic Flow
207.85,51.7,22.0,3.14,0.61,1400,Light Disaster Utility (4WD),241.0,403.1,162.1,0.432,Steep Mountain Grade & Hairpin Bends
52.39,45.0,12.8,38.43,0.515,240,Refrigerated Medical Van,69.9,150.1,80.2,0.418,Active Landslide Clearance / Road Blockage
684.54,45.0,21.0,6.88,0.64,1650,4x4 Hill Freight Carrier,912.7,1598.4,685.7,0.458,Steep Mountain Grade & Hairpin Bends
346.8,45.0,18.0,68.0,0.808,1500,Refrigerated Medical Van,462.4,1251.2,788.8,0.668,Active Landslide Clearance / Road Blockage
455.96,45.0,8.5,51.02,0.422,350,Refrigerated Medical Van,607.9,968.5,360.5,0.372,Standard Mountain Traffic Flow
561.21,45.0,21.0,9.01,0.702,1650,Refrigerated Medical Van,748.3,1512.2,764.0,0.505,Active Landslide Clearance / Road Blockage
265.93,45.0,22.0,15.8,0.626,1400,Refrigerated Medical Van,354.6,626.4,271.8,0.462,Steep Mountain Grade & Hairpin Bends
49.83,22.5,16.0,17.19,0.459,2100,Heavy Supply Truck (16T),132.9,196.7,63.8,0.347,Standard Mountain Traffic Flow
104.09,22.5,24.2,4.53,0.633,3200,Heavy Supply Truck (16T),277.6,479.0,201.4,0.45,Steep Mountain Grade & Hairpin Bends
760.28,45.0,21.0,20.05,0.686,1650,4x4 Hill Freight Carrier,1013.7,2066.1,1052.4,0.51,Active Landslide Clearance / Road Blockage
440.49,51.7,21.0,9.39,0.645,1650,Light Disaster Utility (4WD),510.7,905.9,395.2,0.466,Steep Mountain Grade & Hairpin Bends
406.8,45.0,18.0,30.11,0.609,1500,Refrigerated Medical Van,542.4,979.8,437.4,0.472,Standard Mountain Traffic Flow
58.15,30.0,16.0,124.82,0.858,2100,Refrigerated Medical Van,116.3,477.7,361.4,0.788,Active Landslide Clearance / Road Blockage
88.34,30.0,26.5,9.54,0.628,2450,Refrigerated Medical Van,176.7,334.8,158.1,0.454,Steep Mountain Grade & Hairpin Bends
380.14,45.0,8.5,31.62,0.358,350,4x4 Hill Freight Carrier,506.8,714.3,207.5,0.298,Standard Mountain Traffic Flow
245.79,45.0,4.2,6.94,0.229,95,Refrigerated Medical Van,327.7,375.9,48.2,0.171,Standard Mountain Traffic Flow
683.38,45.0,21.0,5.78,0.702,1650,4x4 Hill Freight Carrier,911.2,1708.0,796.8,0.5,Steep Mountain Grade & Hairpin Bends
309.62,33.8,22.0,16.28,0.734,1400,Heavy Supply Truck (16T),550.4,1100.4,549.9,0.538,Steep Mountain Grade & Hairpin Bends
287.34,45.0,18.0,5.46,0.423,1500,Refrigerated Medical Van,383.1,524.0,140.9,0.305,Standard Mountain Traffic Flow
283.07,45.0,22.0,2.59,0.589,1400,Refrigerated Medical Van,377.4,647.5,270.1,0.416,Active Landslide Clearance / Road Blockage
178.37,45.0,4.2,13.19,0.202,95,Refrigerated Medical Van,237.8,274.9,37.0,0.161,Standard Mountain Traffic Flow
280.22,33.8,22.0,10.58,0.645,1400,Heavy Supply Truck (16T),498.2,886.3,388.2,0.467,Steep Mountain Grade & Hairpin Bends
123.93,23.0,14.5,82.86,0.643,1550,Light Disaster Utility (4WD),323.3,738.8,415.5,0.574,Active Landslide Clearance / Road Blockage
147.32,33.8,6.0,0.95,0.254,320,Heavy Supply Truck (16T),261.9,298.8,36.8,0.179,Standard Mountain Traffic Flow
80.26,30.0,26.5,20.58,0.586,2450,4x4 Hill Freight Carrier,160.5,275.3,114.8,0.441,Steep Mountain Grade & Hairpin Bends
75.5,15.0,31.4,12.2,0.751,4170,Heavy Supply Truck (16T),302.0,609.2,307.2,0.544,Steep Mountain Grade & Hairpin Bends
46.04,51.7,12.8,39.08,0.518,240,Light Disaster Utility (4WD),53.4,90.0,36.6,0.422,Standard Mountain Traffic Flow
395.66,45.0,18.0,34.98,0.582,1500,4x4 Hill Freight Carrier,527.5,938.4,410.9,0.46,Standard Mountain Traffic Flow
134.59,23.0,14.5,48.2,0.353,1550,Light Disaster Utility (4WD),351.1,521.8,170.7,0.319,Standard Mountain Traffic Flow
79.75,23.0,31.4,9.53,0.67,4170,Light Disaster Utility (4WD),208.0,442.7,234.6,0.483,Active Landslide Clearance / Road Blockage
497.53,33.8,18.0,4.41,0.595,1500,Heavy Supply Truck (16T),884.5,1459.6,575.1,0.423,Standard Mountain Traffic Flow
791.19,33.8,21.0,17.72,0.68,1650,Heavy Supply Truck (16T),1406.6,2654.5,1248.0,0.502,Steep Mountain Grade & Hairpin Bends
59.26,30.0,16.0,39.53,0.471,2100,4x4 Hill Freight Carrier,118.5,190.9,72.4,0.389,Standard Mountain Traffic Flow
73.69,45.0,12.8,32.26,0.521,240,4x4 Hill Freight Carrier,98.3,188.9,90.6,0.413,Standard Mountain Traffic Flow
365.63,33.8,8.5,7.5,0.333,350,Heavy Supply Truck (16T),650.0,818.1,168.0,0.244,Standard Mountain Traffic Flow
143.17,22.5,26.5,86.5,0.967,2450,Heavy Supply Truck (16T),381.8,1173.5,791.7,0.807,Active Landslide Clearance / Road Blockage
695.62,51.7,21.0,10.59,0.649,1650,Light Disaster Utility (4WD),806.5,1441.9,635.4,0.47,Steep Mountain Grade & Hairpin Bends
60.78,30.0,16.0,106.27,0.803,2100,Refrigerated Medical Van,121.6,317.2,195.7,0.722,Torrential Rainfall & Reduced Visibility
757.85,51.7,21.0,55.84,0.857,1650,Light Disaster Utility (4WD),878.7,2297.1,1418.5,0.684,Active Landslide Clearance / Road Blockage
57.97,30.0,16.0,1.13,0.314,2100,Refrigerated Medical Van,115.9,139.7,23.7,0.222,Standard Mountain Traffic Flow
137.08,45.0,6.0,2.4,0.255,320,4x4 Hill Freight Carrier,182.8,209.9,27.1,0.182,Standard Mountain Traffic Flow
126.17,15.0,14.5,12.46,0.217,1550,Heavy Supply Truck (16T),504.7,587.6,83.0,0.17,Standard Mountain Traffic Flow
326.63,45.0,8.5,23.26,0.38,350,4x4 Hill Freight Carrier,435.5,608.1,172.6,0.301,Standard Mountain Traffic Flow
83.92,20.0,31.4,11.51,0.809,4170,4x4 Hill Freight Carrier,251.8,706.7,454.9,0.584,Active Landslide Clearance / Road Blockage
92.45,30.0,26.5,0.74,0.597,2450,Refrigerated Medical Van,184.9,302.5,117.6,0.419,Steep Mountain Grade & Hairpin Bends
486.13,45.0,18.0,0.64,0.527,1500,Refrigerated Medical Van,648.2,977.3,329.1,0.37,Standard Mountain Traffic Flow
313.33,45.0,22.0,48.1,0.896,1400,Refrigerated Medical Van,417.8,1066.4,648.7,0.699,Steep Mountain Grade & Hairpin Bends
92.91,23.0,31.4,12.96,0.746,4170,Light Disaster Utility (4WD),242.4,625.5,383.1,0.542,Active Landslide Clearance / Road Blockage
427.54,33.8,18.0,62.07,0.839,1500,Heavy Supply Truck (16T),760.1,1882.1,1122.0,0.68,Torrential Rainfall & Reduced Visibility
803.98,45.0,21.0,43.87,0.691,1650,Refrigerated Medical Van,1072.0,2189.7,1117.8,0.55,Steep Mountain Grade & Hairpin Bends
234.3,33.8,4.2,8.18,0.065,95,Heavy Supply Truck (16T),416.5,438.4,21.9,0.058,Standard Mountain Traffic Flow
36.85,22.5,16.0,13.14,0.382,2100,Heavy Supply Truck (16T),98.3,132.6,34.3,0.287,Standard Mountain Traffic Flow
149.35,45.0,6.0,1.29,0.173,320,Refrigerated Medical Van,199.1,213.9,14.8,0.123,Standard Mountain Traffic Flow
280.32,33.8,18.0,132.0,0.951,1500,Heavy Supply Truck (16T),498.3,1556.1,1057.7,0.864,Torrential Rainfall & Reduced Visibility
122.47,34.5,26.5,7.39,0.549,2450,Light Disaster Utility (4WD),213.0,336.7,123.7,0.396,Steep Mountain Grade & Hairpin Bends
314.97,45.0,22.0,46.3,0.827,1400,Refrigerated Medical Van,420.0,1210.9,790.9,0.648,Active Landslide Clearance / Road Blockage
504.15,51.7,18.0,18.9,0.554,1500,Light Disaster Utility (4WD),584.5,963.1,378.6,0.416,Standard Mountain Traffic Flow
264.32,33.8,22.0,5.48,0.68,1400,Heavy Supply Truck (16T),469.9,1022.1,552.2,0.484,Active Landslide Clearance / Road Blockage
113.57,20.0,14.5,7.87,0.236,1550,Refrigerated Medical Van,340.7,394.7,54.0,0.177,Standard Mountain Traffic Flow
72.04,22.5,24.2,7.47,0.678,3200,Heavy Supply Truck (16T),192.1,351.9,159.7,0.486,Steep Mountain Grade & Hairpin Bends
81.52,34.5,24.2,1.79,0.596,3200,Light Disaster Utility (4WD),141.8,232.4,90.6,0.42,Steep Mountain Grade & Hairpin Bends
91.66,23.0,31.4,64.57,0.96,4170,Light Disaster Utility (4WD),239.1,671.5,432.4,0.769,Torrential Rainfall & Reduced Visibility
425.85,33.8,8.5,35.72,0.364,350,Heavy Supply Truck (16T),757.1,1088.9,331.9,0.309,Standard Mountain Traffic Flow
70.8,30.0,24.2,50.76,0.788,3200,Refrigerated Medical Van,141.6,474.7,333.1,0.628,Active Landslide Clearance / Road Blockage
119.08,15.0,14.5,26.03,0.249,1550,Heavy Supply Truck (16T),476.3,600.7,124.4,0.213,Standard Mountain Traffic Flow
133.93,51.7,6.0,62.98,0.441,320,Light Disaster Utility (4WD),155.3,261.2,105.9,0.403,Torrential Rainfall & Reduced Visibility
59.73,30.0,16.0,93.47,0.734,2100,Refrigerated Medical Van,119.5,285.0,165.5,0.654,Torrential Rainfall & Reduced Visibility
301.75,51.7,22.0,49.75,0.882,1400,Light Disaster Utility (4WD),349.9,883.3,533.5,0.692,Steep Mountain Grade & Hairpin Bends
36.16,30.0,16.0,15.75,0.544,2100,Refrigerated Medical Van,72.3,116.6,44.3,0.404,Standard Mountain Traffic Flow
65.77,23.0,31.4,9.02,0.754,4170,Light Disaster Utility (4WD),171.6,344.6,173.1,0.542,Steep Mountain Grade & Hairpin Bends
184.2,33.8,22.0,7.46,0.77,1400,Heavy Supply Truck (16T),327.5,844.9,517.4,0.55,Active Landslide Clearance / Road Blockage
132.26,45.0,6.0,57.16,0.275,320,4x4 Hill Freight Carrier,176.3,254.3,77.9,0.278,Standard Mountain Traffic Flow
655.93,45.0,21.0,52.23,0.765,1650,4x4 Hill Freight Carrier,874.6,2080.7,1206.1,0.614,Active Landslide Clearance / Road Blockage
226.88,51.7,4.2,25.02,0.249,95,Light Disaster Utility (4WD),263.1,330.5,67.4,0.212,Standard Mountain Traffic Flow
73.34,45.0,12.8,32.23,0.461,240,4x4 Hill Freight Carrier,97.8,152.4,54.6,0.371,Standard Mountain Traffic Flow
75.35,51.7,12.8,60.59,0.633,240,Light Disaster Utility (4WD),87.4,175.3,87.9,0.534,Torrential Rainfall & Reduced Visibility
199.68,45.0,6.0,34.2,0.382,320,4x4 Hill Freight Carrier,266.2,387.2,120.9,0.319,Standard Mountain Traffic Flow
665.84,45.0,21.0,41.92,0.759,1650,Refrigerated Medical Van,887.8,2049.5,1161.7,0.594,Active Landslide Clearance / Road Blockage
81.87,23.0,31.4,5.26,0.748,4170,Light Disaster Utility (4WD),213.6,422.0,208.4,0.532,Steep Mountain Grade & Hairpin Bends
295.1,45.0,22.0,53.54,0.853,1400,4x4 Hill Freight Carrier,393.5,1072.5,679.0,0.677,Active Landslide Clearance / Road Blockage
118.26,34.5,26.5,119.19,1.0,2450,Light Disaster Utility (4WD),205.7,825.5,619.8,0.879,Active Landslide Clearance / Road Blockage
338.74,45.0,18.0,30.15,0.715,1500,4x4 Hill Freight Carrier,451.7,915.2,463.5,0.546,Standard Mountain Traffic Flow
54.24,23.0,31.4,42.94,0.902,4170,Light Disaster Utility (4WD),141.5,510.6,369.1,0.696,Active Landslide Clearance / Road Blockage
471.71,45.0,8.5,12.55,0.361,350,Refrigerated Medical Van,628.9,828.9,199.9,0.271,Standard Mountain Traffic Flow
54.05,20.0,31.4,83.05,1.0,4170,Refrigerated Medical Van,162.1,488.9,326.8,0.825,Torrential Rainfall & Reduced Visibility
442.12,51.7,18.0,2.11,0.582,1500,Light Disaster Utility (4WD),512.6,827.7,315.1,0.411,Standard Mountain Traffic Flow
182.14,51.7,22.0,26.18,0.703,1400,Light Disaster Utility (4WD),211.2,530.6,319.4,0.532,Active Landslide Clearance / Road Blockage
395.09,51.7,8.5,1.4,0.304,350,Light Disaster Utility (4WD),458.1,547.2,89.1,0.215,Standard Mountain Traffic Flow
175.7,45.0,22.0,0.67,0.626,1400,Refrigerated Medical Van,234.3,396.5,162.3,0.439,Steep Mountain Grade & Hairpin Bends
554.32,45.0,21.0,20.12,0.717,1650,4x4 Hill Freight Carrier,739.1,1595.3,856.2,0.532,Active Landslide Clearance / Road Blockage
41.64,34.5,16.0,175.55,1.0,2100,Light Disaster Utility (4WD),72.4,380.0,307.6,0.963,Active Landslide Clearance / Road Blockage
602.62,51.7,21.0,5.36,0.654,1650,Light Disaster Utility (4WD),698.7,1237.8,539.1,0.466,Steep Mountain Grade & Hairpin Bends
93.54,23.0,14.5,2.58,0.24,1550,Light Disaster Utility (4WD),244.0,277.0,33.0,0.172,Standard Mountain Traffic Flow
197.83,45.0,6.0,31.88,0.336,320,4x4 Hill Freight Carrier,263.8,365.2,101.4,0.283,Standard Mountain Traffic Flow
314.01,33.8,22.0,16.33,0.658,1400,Heavy Supply Truck (16T),558.2,1193.8,635.5,0.485,Active Landslide Clearance / Road Blockage
372.02,45.0,18.0,9.62,0.556,1500,Refrigerated Medical Van,496.0,795.9,299.9,0.404,Standard Mountain Traffic Flow
306.56,33.8,22.0,7.84,0.694,1400,Heavy Supply Truck (16T),545.0,1104.2,559.2,0.497,Active Landslide Clearance / Road Blockage
176.69,33.8,22.0,31.64,0.824,1400,Heavy Supply Truck (16T),314.1,718.6,404.5,0.624,Steep Mountain Grade & Hairpin Bends
110.86,20.0,14.5,103.44,0.577,1550,4x4 Hill Freight Carrier,332.6,725.5,392.9,0.559,Torrential Rainfall & Reduced Visibility
87.3,20.0,31.4,44.96,0.928,4170,Refrigerated Medical Van,261.9,687.3,425.4,0.717,Steep Mountain Grade & Hairpin Bends
130.61,15.0,14.5,29.52,0.32,1550,Heavy Supply Truck (16T),522.4,707.3,184.9,0.269,Standard Mountain Traffic Flow
69.57,34.5,24.2,0.99,0.634,3200,Light Disaster Utility (4WD),121.0,206.8,85.8,0.445,Steep Mountain Grade & Hairpin Bends
210.42,51.7,6.0,19.71,0.334,320,Light Disaster Utility (4WD),244.0,322.3,78.3,0.264,Standard Mountain Traffic Flow
282.28,33.8,8.5,4.01,0.262,350,Heavy Supply Truck (16T),501.8,584.1,82.2,0.19,Standard Mountain Traffic Flow
324.43,33.8,18.0,20.29,0.691,1500,Heavy Supply Truck (16T),576.8,1167.5,590.8,0.514,Active Landslide Clearance / Road Blockage
187.14,45.0,6.0,9.4,0.226,320,Refrigerated Medical Van,249.5,288.7,39.2,0.172,Standard Mountain Traffic Flow
46.98,22.5,16.0,0.35,0.431,2100,Heavy Supply Truck (16T),125.3,169.6,44.3,0.302,Standard Mountain Traffic Flow
45.94,33.8,12.8,14.95,0.533,240,Heavy Supply Truck (16T),81.7,129.9,48.3,0.396,Standard Mountain Traffic Flow
542.25,45.0,21.0,35.62,0.718,1650,Refrigerated Medical Van,723.0,1488.5,765.5,0.556,Steep Mountain Grade & Hairpin Bends
249.57,45.0,4.2,45.4,0.3,95,Refrigerated Medical Van,332.8,469.4,136.7,0.278,Standard Mountain Traffic Flow
155.47,45.0,4.2,8.31,0.125,95,Refrigerated Medical Van,207.3,223.7,16.4,0.1,Standard Mountain Traffic Flow
116.27,30.0,24.2,4.61,0.759,3200,Refrigerated Medical Van,232.5,646.1,413.6,0.538,Active Landslide Clearance / Road Blockage
50.05,34.5,16.0,0.29,0.38,2100,Light Disaster Utility (4WD),87.0,111.6,24.5,0.266,Standard Mountain Traffic Flow
98.74,30.0,26.5,21.88,0.655,2450,4x4 Hill Freight Carrier,197.5,418.1,220.7,0.491,Active Landslide Clearance / Road Blockage
294.98,51.7,18.0,15.17,0.547,1500,Light Disaster Utility (4WD),342.0,552.4,210.4,0.405,Standard Mountain Traffic Flow
37.5,34.5,16.0,25.15,0.53,2100,Light Disaster Utility (4WD),65.2,106.7,41.5,0.409,Standard Mountain Traffic Flow
90.25,30.0,26.5,5.5,0.633,2450,4x4 Hill Freight Carrier,180.5,312.3,131.8,0.451,Steep Mountain Grade & Hairpin Bends
54.14,23.0,31.4,30.35,0.932,4170,Light Disaster Utility (4WD),141.2,576.6,435.3,0.698,Active Landslide Clearance / Road Blockage
231.38,51.7,4.2,48.54,0.332,95,Light Disaster Utility (4WD),268.3,392.4,124.1,0.305,Standard Mountain Traffic Flow
64.33,20.0,31.4,50.59,0.988,4170,4x4 Hill Freight Carrier,193.0,677.3,484.3,0.768,Active Landslide Clearance / Road Blockage
97.54,30.0,24.2,22.42,0.72,3200,Refrigerated Medical Van,195.1,389.6,194.5,0.537,Steep Mountain Grade & Hairpin Bends
128.59,20.0,14.5,2.55,0.139,1550,Refrigerated Medical Van,385.8,408.3,22.5,0.101,Standard Mountain Traffic Flow
290.85,45.0,22.0,32.25,0.753,1400,Refrigerated Medical Van,387.8,964.4,576.6,0.575,Active Landslide Clearance / Road Blockage
116.5,23.0,14.5,38.1,0.334,1550,Light Disaster Utility (4WD),303.9,429.5,125.6,0.291,Standard Mountain Traffic Flow
50.74,45.0,12.8,34.2,0.493,240,4x4 Hill Freight Carrier,67.7,109.5,41.9,0.396,Standard Mountain Traffic Flow
66.34,30.0,24.2,0.93,0.611,3200,Refrigerated Medical Van,132.7,220.7,88.0,0.429,Steep Mountain Grade & Hairpin Bends
87.28,15.0,31.4,38.97,0.792,4170,Heavy Supply Truck (16T),349.1,784.6,435.5,0.613,Steep Mountain Grade & Hairpin Bends
204.58,51.7,6.0,16.63,0.225,320,Light Disaster Utility (4WD),237.2,282.9,45.7,0.183,Standard Mountain Traffic Flow
92.46,15.0,31.4,1.23,0.652,4170,Heavy Supply Truck (16T),369.9,860.0,490.1,0.458,Active Landslide Clearance / Road Blockage
186.79,33.8,6.0,17.32,0.284,320,Heavy Supply Truck (16T),332.1,415.9,83.9,0.225,Standard Mountain Traffic Flow
486.93,51.7,18.0,69.29,0.886,1500,Light Disaster Utility (4WD),564.6,1486.9,922.3,0.724,Torrential Rainfall & Reduced Visibility
67.9,20.0,31.4,9.72,0.799,4170,4x4 Hill Freight Carrier,203.7,431.2,227.5,0.574,Steep Mountain Grade & Hairpin Bends
73.9,30.0,24.2,29.26,0.746,3200,4x4 Hill Freight Carrier,147.8,309.0,161.2,0.566,Steep Mountain Grade & Hairpin Bends
428.52,45.0,18.0,39.63,0.699,1500,Refrigerated Medical Van,571.4,1163.9,592.5,0.548,Standard Mountain Traffic Flow
